"","AUS_B_1","CAN_B_1","CHE_B_1","CHN_B_1","DEU_B_1","FRA_B_1","GBR_B_1","ITA_B_1","JPN_B_1","MEX_B_1","NOR_B_1","USA_B_1","AUS_B_2","CAN_B_2","CHE_B_2","CHN_B_2","DEU_B_2","FRA_B_2","GBR_B_2","ITA_B_2","JPN_B_2","MEX_B_2","NOR_B_2","USA_B_2","AUS_B_3","CAN_B_3","CHE_B_3","CHN_B_3","DEU_B_3","FRA_B_3","GBR_B_3","ITA_B_3","JPN_B_3","MEX_B_3","NOR_B_3","USA_B_3"
"1",0.196941865614018,0.129532613807376,0.367249994894894,0.0243319742823968,0.449616405008248,0.510296144277659,0.510885260474158,0.806274916515432,0.16679966405062,0.0103020549032808,0.311765116255763,0.0271315342428704,0.450038762171201,0.759609178201382,0.099003590401587,0.0244991449097439,0.541171218741309,0.730392252743397,0.947018710235122,0.467577680294249,0.01,0.628756651089362,0.271617482634335,0.790045530284103,0.319286312639518,0.429803406328271,0.0986033577094363,0.01,0.486198732490739,0.427321223904978,0.741247197625747,0.0333695391104435,0.564802544045784,0.279626545259924,0.0242011139574473,0.738772471653228
"Dickey-Fuller",-2.90070505983107,-3.05989940944056,-2.49850371287285,-3.69264835354804,-2.30398639164112,-2.16068452478201,-2.15929326219961,-1.46169815597079,-2.97188917840647,-3.97324674113036,-2.62953734596307,-3.65715024297293,-2.30298894882641,-1.57190442085058,-3.13542309526879,-3.6893049410011,-2.08776964638396,-1.64090339830867,-0.948840076944252,-2.26156886792325,-4.85055348403162,-1.88092703110159,-2.72435039092989,-1.50002563352637,-2.61177521488303,-2.35077696347122,-3.13774444488326,-5.52139931986443,-2.21759320858842,-2.35663890980497,-1.61526825410696,-3.59236384160141,-2.03196167698167,-2.70543611015254,-3.69526556004703,-1.62111259121349
